Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Is Fraudulent,Account Age Days,Transaction Hour,Shipping Billing Same
94.43,credit card,toys & games,2,34,tablet,0,11,11,0
294.94,PayPal,toys & games,3,33,tablet,0,102,17,1
539.73,credit card,clothing,1,33,tablet,0,308,16,1
347.04,bank transfer,health & beauty,5,15,tablet,0,315,14,1
30.13,debit card,clothing,4,36,tablet,0,310,4,1
83.42,credit card,home & garden,2,43,tablet,0,276,6,1
154.18,credit card,health & beauty,5,18,mobile,0,131,11,1
425.12,PayPal,home & garden,5,30,mobile,0,247,19,1
59.31,PayPal,health & beauty,5,43,tablet,0,54,14,1
63.86,debit card,toys & games,5,33,desktop,0,142,16,1
483.09,credit card,toys & games,2,36,mobile,0,233,12,0
62.17,debit card,toys & games,3,51,tablet,0,182,17,1
27.85,credit card,toys & games,2,19,desktop,0,4,17,1
52.35,debit card,electronics,2,31,mobile,0,294,16,1
217.85,bank transfer,toys & games,5,22,tablet,0,140,9,1
69.38,bank transfer,health & beauty,2,46,tablet,0,245,8,1
140.74,credit card,home & garden,2,36,mobile,0,268,23,1
54.44,credit card,electronics,5,32,desktop,0,128,5,1
642.6,credit card,toys & games,5,40,tablet,1,142,18,0
57.93,PayPal,clothing,5,44,tablet,0,199,4,1
41.49,credit card,electronics,4,37,mobile,0,209,23,1
92.75,bank transfer,electronics,2,31,desktop,1,262,3,1
263.69,credit card,clothing,5,44,desktop,0,193,21,1
31.89,bank transfer,home & garden,3,41,desktop,0,343,12,1
268.3,PayPal,electronics,4,52,tablet,0,256,12,0
48.8,credit card,home & garden,3,46,tablet,0,71,22,1
47.73,debit card,health & beauty,2,47,mobile,0,325,8,1
284.95,bank transfer,clothing,2,30,tablet,0,48,15,1
26.66,PayPal,home & garden,5,33,mobile,0,1,7,1
111.69,credit card,toys & games,3,29,tablet,0,156,5,1
82.22,debit card,electronics,5,17,mobile,0,315,18,1
11.75,bank transfer,clothing,4,26,desktop,0,29,22,1
448.84,PayPal,toys & games,2,46,mobile,0,10,6,1
25.53,bank transfer,health & beauty,5,37,tablet,0,183,1,1
137.48,PayPal,toys & games,1,26,desktop,0,260,14,1
522.35,bank transfer,home & garden,5,43,desktop,0,214,5,1
55.77,credit card,clothing,2,36,tablet,0,258,13,1
150.29,bank transfer,health & beauty,2,42,mobile,0,144,21,0
588.94,debit card,home & garden,1,31,tablet,0,18,17,1
766.22,bank transfer,home & garden,2,26,mobile,0,360,4,1
123.96,bank transfer,toys & games,3,46,mobile,0,215,1,1
38.23,credit card,electronics,1,59,mobile,1,8,3,1
162.28,credit card,home & garden,1,29,mobile,0,213,6,1
151.74,bank transfer,home & garden,1,29,desktop,0,324,6,1
146.18,bank transfer,electronics,2,32,tablet,0,60,7,1
1143.52,bank transfer,toys & games,5,26,tablet,0,240,18,1
28.85,bank transfer,home & garden,5,29,mobile,0,99,6,1
200.79,PayPal,home & garden,1,59,desktop,0,180,11,1
225.09,debit card,electronics,1,32,mobile,0,43,23,1
15.2,PayPal,toys & games,3,52,mobile,0,173,8,1
814.02,debit card,clothing,3,31,mobile,0,60,13,0
75.48,credit card,toys & games,1,22,tablet,0,206,8,1
73.91,PayPal,clothing,4,25,tablet,0,364,4,1
442.81,bank transfer,home & garden,1,44,desktop,0,347,22,1
294.78,debit card,health & beauty,5,28,desktop,0,47,16,0
41.13,PayPal,electronics,1,23,tablet,0,232,16,1
10.87,debit card,clothing,3,26,tablet,0,240,10,1
385.74,credit card,home & garden,3,27,mobile,0,125,7,1
148.2,credit card,clothing,1,52,tablet,0,78,0,1
205.29,debit card,health & beauty,4,29,tablet,0,57,8,1
65.04,debit card,clothing,5,28,desktop,0,244,9,1
32.67,PayPal,toys & games,3,31,desktop,0,15,1,1
225.64,debit card,electronics,3,30,desktop,0,243,13,1
548.97,PayPal,health & beauty,4,46,mobile,0,10,13,1
95.2,PayPal,toys & games,2,29,desktop,0,5,23,1
368.93,bank transfer,electronics,1,24,tablet,0,330,8,1
94.19,credit card,toys & games,2,11,mobile,0,232,19,1
23.99,credit card,electronics,2,47,mobile,0,22,13,1
315.69,bank transfer,toys & games,5,33,tablet,0,159,2,1
544.57,PayPal,clothing,5,48,mobile,0,84,7,1
174.19,debit card,toys & games,5,35,desktop,0,2,10,0
100.46,bank transfer,health & beauty,5,33,desktop,0,80,7,1
594.5,PayPal,clothing,4,39,tablet,1,17,17,0
59.15,credit card,home & garden,3,36,tablet,0,344,13,1
300.41,credit card,electronics,5,37,tablet,0,106,16,1
93.5,debit card,home & garden,5,33,tablet,0,89,4,1
340.61,bank transfer,electronics,3,37,mobile,0,97,7,1
44.25,PayPal,electronics,2,57,tablet,0,189,11,1
42.76,PayPal,electronics,2,35,mobile,0,83,23,1
38.24,debit card,electronics,2,18,mobile,0,29,2,1
143.06,debit card,toys & games,5,39,tablet,0,192,15,1
358.29,debit card,toys & games,3,43,tablet,0,229,12,1
427.27,credit card,clothing,2,41,desktop,0,220,11,1
122.8,PayPal,toys & games,4,36,desktop,0,164,17,1
326.91,bank transfer,health & beauty,4,51,desktop,0,64,13,1
113.87,credit card,health & beauty,4,38,desktop,0,257,4,1
481.45,debit card,clothing,3,35,tablet,0,319,7,1
76.24,PayPal,clothing,1,25,tablet,0,2,16,0
134.91,credit card,electronics,1,42,desktop,0,345,1,1
154.57,bank transfer,electronics,1,33,mobile,0,44,15,1
310.5,bank transfer,toys & games,5,23,desktop,0,27,2,1
118.71,bank transfer,home & garden,3,33,desktop,0,186,18,1
176.92,PayPal,clothing,1,27,mobile,1,254,18,1
42.08,PayPal,health & beauty,2,51,desktop,0,134,21,1
54.16,PayPal,home & garden,5,35,desktop,0,180,11,1
82.98,credit card,toys & games,2,25,desktop,1,23,4,1
413.02,bank transfer,electronics,4,23,desktop,0,298,14,1
337.12,debit card,toys & games,5,41,mobile,0,58,5,0
188.08,debit card,electronics,3,33,tablet,0,327,13,1
104.32,credit card,clothing,5,38,mobile,0,330,0,1
285.15,bank transfer,home & garden,1,54,tablet,0,351,7,1
191.67,credit card,clothing,5,43,mobile,0,292,21,1
373.9,PayPal,health & beauty,5,31,tablet,0,62,3,1
27.5,bank transfer,toys & games,4,28,tablet,0,293,15,1
32.01,credit card,electronics,1,23,desktop,0,210,20,1
375.23,debit card,electronics,5,38,mobile,0,346,3,1
1024.25,bank transfer,home & garden,2,34,desktop,1,1,2,1
211.97,bank transfer,clothing,3,29,desktop,0,287,9,1
63.71,credit card,home & garden,1,27,desktop,0,143,5,1
15.92,debit card,toys & games,2,43,mobile,0,238,11,1
39.52,debit card,health & beauty,2,36,desktop,0,336,10,1
21.09,bank transfer,clothing,3,41,tablet,0,245,5,1
72.77,debit card,toys & games,5,43,tablet,0,103,11,1
686.88,debit card,toys & games,5,38,desktop,0,43,5,1
226.46,PayPal,electronics,2,36,desktop,0,273,22,1
398.78,bank transfer,electronics,5,38,mobile,0,118,11,1
470.43,PayPal,electronics,1,36,tablet,0,105,13,1
47.01,PayPal,clothing,2,12,desktop,0,244,15,1
44.47,bank transfer,electronics,1,55,mobile,0,179,9,1
528.14,PayPal,electronics,2,52,tablet,0,292,2,1
129.21,debit card,toys & games,1,41,desktop,0,52,12,1
72.07,PayPal,health & beauty,1,26,tablet,0,99,7,1
116.57,bank transfer,clothing,5,41,desktop,0,306,15,1
916.82,debit card,clothing,1,30,desktop,0,211,9,1
319.95,PayPal,clothing,4,8,desktop,0,159,15,1
23.32,credit card,home & garden,4,29,desktop,0,90,4,1
412.91,PayPal,health & beauty,4,42,desktop,0,99,9,1
344.24,debit card,clothing,4,38,desktop,1,15,5,1
160.77,PayPal,home & garden,2,34,tablet,0,203,18,1
431.14,credit card,electronics,5,38,desktop,0,210,16,1
53.39,bank transfer,electronics,5,47,desktop,0,243,17,1
42.05,bank transfer,health & beauty,2,55,mobile,0,66,23,0
61.32,credit card,toys & games,3,42,mobile,0,130,20,1
41.03,bank transfer,home & garden,3,45,desktop,0,87,18,1
172.8,bank transfer,electronics,1,27,desktop,0,345,1,1
1055.37,debit card,health & beauty,4,50,desktop,0,232,13,1
96.9,bank transfer,home & garden,2,48,desktop,0,30,4,1
59.74,PayPal,clothing,2,5,mobile,0,225,3,1
39.64,credit card,home & garden,3,30,desktop,0,89,1,1
12.25,credit card,electronics,4,27,mobile,0,271,13,1
1104.82,credit card,home & garden,5,34,mobile,0,236,16,0
191.68,credit card,electronics,2,35,tablet,0,168,14,1
208.91,credit card,toys & games,2,43,mobile,0,261,19,0
276.22,PayPal,electronics,2,46,mobile,0,271,13,1
718.85,credit card,health & beauty,5,28,desktop,0,293,20,1
81.1,PayPal,clothing,5,35,tablet,0,317,20,1
141.82,credit card,health & beauty,5,40,mobile,0,262,6,1
111.9,bank transfer,clothing,2,24,tablet,0,268,7,1
68.2,debit card,clothing,3,50,desktop,0,142,7,0
89.75,credit card,clothing,1,30,desktop,0,244,1,1
171.63,PayPal,home & garden,5,20,desktop,0,69,16,1
436.36,bank transfer,clothing,3,25,mobile,0,350,23,1
464.21,PayPal,health & beauty,5,33,desktop,0,315,5,1
208.45,PayPal,toys & games,5,36,tablet,0,37,12,1
28.72,bank transfer,home & garden,3,33,tablet,0,298,23,1
315.77,bank transfer,clothing,4,16,mobile,0,262,22,1
111.74,bank transfer,electronics,4,49,desktop,0,257,8,1
341.6,bank transfer,home & garden,1,40,desktop,0,157,3,1
174.24,bank transfer,toys & games,2,40,tablet,0,9,19,1
155.59,PayPal,health & beauty,1,33,desktop,0,365,13,1
550.93,debit card,toys & games,1,38,desktop,0,342,5,1
38.56,debit card,electronics,1,29,mobile,0,254,2,1
63.71,debit card,home & garden,2,47,mobile,0,260,11,1
508.53,bank transfer,clothing,4,37,tablet,0,207,13,1
239.33,credit card,electronics,1,38,desktop,0,86,14,1
34.96,debit card,home & garden,5,32,mobile,0,143,5,1
46.72,PayPal,health & beauty,5,41,mobile,0,136,19,1
14.98,bank transfer,health & beauty,4,45,tablet,0,16,16,0
384.91,credit card,toys & games,3,38,tablet,0,205,20,0
70.28,credit card,toys & games,5,35,mobile,0,194,8,1
251.11,PayPal,health & beauty,1,32,tablet,0,217,9,0
85.71,bank transfer,electronics,1,43,desktop,0,2,12,1
679.05,bank transfer,toys & games,1,34,desktop,1,321,8,1
11.5,credit card,electronics,2,24,tablet,0,288,20,1
229.13,bank transfer,toys & games,5,24,tablet,0,99,8,1
35.46,bank transfer,home & garden,5,45,tablet,0,318,5,1
55.78,PayPal,toys & games,2,26,mobile,0,151,12,1
527.99,debit card,electronics,5,13,tablet,0,170,19,1
407.69,PayPal,electronics,2,33,desktop,0,257,22,1
34.68,credit card,electronics,3,27,desktop,0,135,9,1
23.92,debit card,clothing,5,27,tablet,0,115,8,1
191.01,PayPal,clothing,2,14,desktop,0,164,10,1
38.41,bank transfer,electronics,4,46,mobile,0,341,10,0
431.03,debit card,electronics,2,29,tablet,0,247,21,1
17.81,bank transfer,toys & games,1,39,tablet,0,199,2,1
15.26,debit card,health & beauty,3,46,tablet,0,217,6,1
397.75,bank transfer,toys & games,4,50,tablet,1,279,7,1
99.72,debit card,toys & games,4,46,desktop,0,77,8,1
85.03,PayPal,toys & games,4,26,tablet,0,298,20,1
428.76,bank transfer,electronics,5,41,mobile,0,72,23,1
91.17,PayPal,clothing,1,46,tablet,0,286,23,1
299.20000000000005,PayPal,home & garden,5,19,tablet,1,5,15,1
16.96,bank transfer,home & garden,1,26,desktop,0,244,6,1
520.56,credit card,health & beauty,2,29,tablet,0,178,2,1
14.61,debit card,home & garden,5,41,desktop,0,139,8,1
55.37,debit card,health & beauty,4,42,tablet,0,83,2,1
58.09,PayPal,clothing,4,29,desktop,0,305,12,1
201.38,PayPal,home & garden,1,45,mobile,0,46,23,1
330.92,debit card,toys & games,5,47,desktop,0,346,3,1
197.94,PayPal,home & garden,2,29,tablet,0,155,6,1
94.45,credit card,electronics,4,42,mobile,0,267,7,0
178.19,PayPal,health & beauty,1,41,tablet,0,140,1,1
188.74,PayPal,home & garden,1,28,desktop,0,32,3,1
96.55,bank transfer,health & beauty,2,21,tablet,0,69,1,0
10.82,PayPal,clothing,2,36,desktop,0,3,1,1
31.63,PayPal,clothing,5,29,desktop,0,197,16,1
1328.51,debit card,electronics,3,17,mobile,0,312,0,1
74.71,PayPal,home & garden,2,27,mobile,0,347,7,1
153.11,credit card,electronics,2,34,mobile,0,135,14,1
188.88,credit card,toys & games,2,33,tablet,0,286,11,1
23.92,credit card,toys & games,1,30,mobile,0,136,2,0
50.54,bank transfer,clothing,3,31,mobile,0,336,10,1
56.48,bank transfer,clothing,4,28,tablet,0,258,3,1
141.73,credit card,electronics,1,28,tablet,0,92,10,1
744.34,PayPal,home & garden,4,42,desktop,0,315,16,1
32.77,credit card,health & beauty,1,43,tablet,0,108,8,1
197.37,PayPal,health & beauty,1,44,tablet,0,200,22,0
546.93,credit card,home & garden,5,32,desktop,0,28,13,1
894.01,credit card,clothing,3,35,mobile,0,194,19,0
12.81,bank transfer,health & beauty,2,26,tablet,0,159,18,1
268.67,debit card,clothing,4,48,tablet,0,258,14,1
38.51,debit card,clothing,1,21,tablet,1,105,1,1
367.84,PayPal,clothing,3,29,mobile,0,270,12,1
28.42,bank transfer,home & garden,2,28,desktop,0,76,13,0
248.47,bank transfer,clothing,5,38,mobile,0,61,15,1
101.18,credit card,health & beauty,4,30,mobile,0,1,0,1
367.57,PayPal,toys & games,3,39,mobile,0,74,15,1
177.53,debit card,toys & games,3,21,mobile,0,64,19,1
39.25,bank transfer,home & garden,2,36,tablet,0,284,19,1
294.79,bank transfer,electronics,2,27,tablet,0,277,22,1
18.52,bank transfer,health & beauty,5,47,tablet,0,200,7,1
587.62,PayPal,toys & games,2,47,desktop,0,294,9,1
27.6,PayPal,clothing,4,30,tablet,0,32,5,1
144.71,bank transfer,home & garden,1,44,tablet,0,65,15,1
1185.58,PayPal,toys & games,3,28,tablet,0,299,23,1
71.38,PayPal,clothing,1,35,mobile,0,357,7,1
110.58,credit card,home & garden,3,41,desktop,0,71,0,1
195.2,bank transfer,health & beauty,2,48,tablet,0,7,23,0
312.42,bank transfer,home & garden,5,43,desktop,0,76,13,1
53.54,credit card,health & beauty,4,17,tablet,0,196,2,1
136.38,PayPal,clothing,4,40,mobile,0,166,14,1
265.14,debit card,toys & games,5,27,mobile,1,202,3,1
69.06,debit card,health & beauty,5,25,desktop,0,119,2,1
433.53,credit card,electronics,4,39,desktop,0,146,12,0
365.37,debit card,home & garden,3,44,mobile,0,230,17,1
232.36,bank transfer,home & garden,5,30,tablet,0,142,0,1
63.2,bank transfer,electronics,5,25,tablet,0,309,15,1
166.49,credit card,clothing,1,36,mobile,0,13,21,1
158.73,credit card,health & beauty,4,35,mobile,0,330,13,1
164.13,credit card,home & garden,1,16,mobile,0,347,14,1
1143.64,PayPal,clothing,4,52,tablet,0,48,3,1
312.82,debit card,toys & games,4,39,mobile,0,138,12,1
46.11,PayPal,home & garden,5,35,desktop,1,4,4,1
120.46,PayPal,health & beauty,4,35,desktop,0,73,15,1
181.03,PayPal,electronics,1,46,mobile,0,242,20,1
283.79,credit card,electronics,3,41,tablet,0,301,11,1
128.14,PayPal,home & garden,1,37,mobile,0,16,18,1
64.07,debit card,toys & games,2,44,mobile,0,14,12,0
83.46,PayPal,health & beauty,2,36,mobile,0,77,0,1
292.61,PayPal,electronics,4,30,mobile,0,157,14,1
2559.9,PayPal,health & beauty,2,28,desktop,1,1,17,1
11.05,bank transfer,toys & games,5,35,tablet,0,115,20,1
66.92,debit card,clothing,5,30,mobile,0,90,7,1
639.46,credit card,health & beauty,5,38,tablet,0,27,4,1
184.74,debit card,toys & games,4,37,tablet,0,304,3,1
61.66,PayPal,toys & games,5,34,tablet,0,129,21,0
801.58,debit card,electronics,3,38,desktop,0,228,14,1
25.79,PayPal,home & garden,3,32,desktop,0,348,2,0
341.11,debit card,electronics,4,43,tablet,0,288,8,1
159.41,PayPal,health & beauty,3,38,mobile,0,30,10,1
24.6,debit card,electronics,5,29,desktop,0,276,9,1
201.8,PayPal,electronics,3,36,mobile,0,135,2,1
127.88,debit card,toys & games,1,38,desktop,0,355,19,1
82.84,PayPal,clothing,5,50,mobile,0,207,10,1
168.36,bank transfer,health & beauty,2,18,tablet,0,50,18,1
79.07,bank transfer,toys & games,2,38,desktop,0,167,22,1
56.62,credit card,toys & games,1,40,desktop,0,79,2,0
197.42,debit card,health & beauty,1,31,desktop,0,289,14,1
271.95,debit card,home & garden,5,32,desktop,0,176,16,1
43.09,bank transfer,electronics,5,31,desktop,0,285,8,1
63.99,bank transfer,health & beauty,5,21,desktop,0,169,1,1
228.04,PayPal,home & garden,2,27,desktop,0,103,3,1
248.88,PayPal,health & beauty,1,30,tablet,0,241,17,0
181.21,PayPal,health & beauty,3,30,tablet,0,258,16,1
175.56,bank transfer,electronics,5,21,desktop,0,207,12,1
62.9,debit card,clothing,3,40,tablet,0,343,1,1
501.66,debit card,clothing,3,38,desktop,0,258,0,0
266.25,debit card,electronics,4,16,tablet,0,15,5,1
473.39,debit card,toys & games,5,29,tablet,0,211,11,1
485.0,PayPal,clothing,3,34,desktop,0,297,3,1
163.53,bank transfer,toys & games,5,40,tablet,0,17,7,1
247.35,debit card,home & garden,2,33,mobile,0,290,13,1
86.55,debit card,clothing,1,25,desktop,0,286,21,1
43.97,bank transfer,electronics,4,44,mobile,0,288,13,1
37.89,debit card,home & garden,4,40,desktop,0,59,7,1
192.22,PayPal,clothing,3,38,tablet,0,277,17,1
14.41,bank transfer,clothing,5,31,desktop,0,329,9,1
61.95,debit card,toys & games,1,37,mobile,0,104,9,1
285.07,credit card,clothing,3,18,mobile,0,18,19,1
26.86,PayPal,electronics,3,34,tablet,0,335,13,0
540.07,credit card,electronics,1,36,mobile,0,145,5,1
526.06,credit card,home & garden,3,34,desktop,0,217,7,1
121.15,bank transfer,clothing,4,38,mobile,0,277,13,1
167.53,bank transfer,electronics,3,30,desktop,0,101,21,1
78.05,debit card,electronics,3,38,mobile,1,76,0,1
192.74,credit card,clothing,5,41,desktop,0,307,22,1
559.82,debit card,health & beauty,5,45,desktop,0,163,2,1
30.72,credit card,health & beauty,1,35,mobile,0,74,23,1
78.23,bank transfer,health & beauty,2,47,tablet,0,228,17,1
46.25,bank transfer,health & beauty,5,33,mobile,0,169,5,0
68.1,credit card,health & beauty,5,47,mobile,0,45,7,1
63.22,debit card,clothing,4,24,mobile,0,31,12,1
126.14,PayPal,electronics,5,21,mobile,0,359,0,1
100.9,credit card,toys & games,1,39,mobile,0,307,6,1
398.67,PayPal,electronics,4,42,tablet,0,181,13,1
233.9,bank transfer,clothing,2,26,tablet,1,22,3,1
869.74,credit card,toys & games,1,42,mobile,0,242,19,1
41.34,PayPal,health & beauty,5,31,mobile,0,339,16,1
31.38,PayPal,home & garden,1,31,tablet,0,269,12,1
221.06,PayPal,home & garden,4,33,desktop,0,181,9,1
621.07,debit card,toys & games,3,35,tablet,0,18,20,1
780.29,credit card,health & beauty,4,30,mobile,0,22,20,0
39.74,bank transfer,health & beauty,3,39,tablet,0,323,0,1
265.2,debit card,clothing,5,44,desktop,0,144,18,1
81.82,bank transfer,toys & games,5,20,mobile,0,175,13,1
490.65,credit card,clothing,2,29,mobile,0,327,19,1
488.81,credit card,home & garden,4,40,mobile,0,131,22,1
223.51,credit card,clothing,3,37,mobile,0,255,19,1
177.94,bank transfer,home & garden,3,36,mobile,0,255,10,1
342.08,debit card,toys & games,3,29,desktop,0,79,12,0
105.35,debit card,toys & games,5,30,tablet,0,312,2,1
41.96,bank transfer,clothing,2,20,desktop,0,334,22,1
153.92,PayPal,electronics,3,33,tablet,1,167,5,0
137.82,credit card,clothing,1,33,desktop,0,220,4,1
166.46,PayPal,health & beauty,1,35,desktop,0,70,19,1
515.49,debit card,toys & games,2,31,tablet,0,365,3,1
193.67,debit card,home & garden,4,28,tablet,0,148,9,1
147.09,PayPal,electronics,5,28,desktop,0,115,17,1
146.51,bank transfer,health & beauty,5,30,tablet,0,95,23,1
45.3,debit card,electronics,2,32,mobile,0,117,7,1
78.81,credit card,toys & games,3,39,desktop,0,82,7,1
202.43,PayPal,home & garden,3,42,desktop,0,211,14,1
13.67,bank transfer,home & garden,2,34,desktop,0,328,23,1
110.65,PayPal,health & beauty,5,41,mobile,0,251,21,1
63.95,credit card,home & garden,2,44,mobile,0,337,3,1
211.06,debit card,clothing,3,41,desktop,0,45,4,0
264.40000000000003,PayPal,electronics,2,28,mobile,1,7,12,1
601.72,bank transfer,health & beauty,2,42,mobile,0,272,12,1
80.8,debit card,home & garden,2,37,tablet,0,219,13,1
146.93,credit card,home & garden,1,39,desktop,0,152,6,1
1471.55,bank transfer,home & garden,4,31,tablet,1,218,0,1
235.7,debit card,toys & games,2,41,mobile,1,360,15,1
309.1,debit card,clothing,3,29,mobile,0,21,9,1
387.31,PayPal,home & garden,5,15,mobile,0,109,2,0
420.82,bank transfer,toys & games,1,19,tablet,0,191,6,1
262.11,debit card,health & beauty,3,27,mobile,0,195,15,1
126.0,credit card,electronics,2,47,desktop,0,62,17,1
331.1,debit card,clothing,5,37,desktop,0,91,13,1
165.5,credit card,health & beauty,3,30,tablet,0,162,6,1
277.45,bank transfer,clothing,3,38,mobile,0,86,9,1
42.07,credit card,toys & games,3,41,mobile,0,16,12,1
150.37,PayPal,electronics,1,26,mobile,0,242,20,0
173.24,credit card,home & garden,3,48,mobile,0,148,12,1
39.36,debit card,electronics,1,44,mobile,0,273,5,1
243.68,bank transfer,toys & games,2,43,desktop,0,125,19,1
673.86,bank transfer,home & garden,3,19,desktop,0,73,12,1
17.63,credit card,toys & games,4,42,mobile,0,43,5,1
66.55,bank transfer,toys & games,3,27,mobile,0,317,4,1
